,MSE training set,MSE validation set
0,0.016470931470394135,0.008287419565021992
1,0.010062511079013348,0.0067551941610872746
2,0.008582429960370064,0.0058672139421105385
3,0.0077101076021790504,0.0053087519481778145
4,0.0071035632863640785,0.00488195288926363
5,0.006458607967942953,0.004532393999397755
6,0.006033749785274267,0.004262727219611406
7,0.005608282517641783,0.004030722193419933
8,0.00532370712608099,0.0038505098782479763
9,0.005049487575888634,0.0036848767194896936
10,0.004799284506589174,0.00352791347540915
11,0.004572346806526184,0.0033874553628265858
12,0.0044072032906115055,0.0032782102935016155
13,0.004227683413773775,0.0031948063988238573
14,0.004038897342979908,0.0030897248070687056
15,0.003976695705205202,0.0030090617947280407
16,0.0038317248690873384,0.0029256038833409548
17,0.003711934434249997,0.0028570143040269613
18,0.0035968406591564417,0.002811884507536888
19,0.003491784678772092,0.0027430816553533077
20,0.003465770510956645,0.0026973464991897345
21,0.003369918093085289,0.0026744527276605368
22,0.0032766619697213173,0.002634999342262745
23,0.003231323789805174,0.0025784627068787813
24,0.003161961678415537,0.002553734462708235
25,0.0031310170888900757,0.002526589436456561
26,0.003097894601523876,0.002499427879229188
27,0.0030263233929872513,0.0024495746474713087
28,0.0029965974390506744,0.0024431515485048294
29,0.0029690666124224663,0.0024222086649388075
30,0.0029176019597798586,0.0024012336507439613
31,0.0028296143282204866,0.0023705463390797377
32,0.002827645977959037,0.002346544060856104
33,0.002793568419292569,0.0023258933797478676
34,0.002788454294204712,0.002317591570317745
35,0.002728978404775262,0.0022975869942456484
36,0.0026904826518148184,0.0022831957321614027
37,0.002666306449100375,0.0022669918835163116
38,0.0026239545550197363,0.0022393292747437954
39,0.00261727930046618,0.0022340049035847187
40,0.0025924132205545902,0.002226024866104126
41,0.002592632081359625,0.002219936577603221
42,0.00253154500387609,0.0021973203402012587
43,0.0025296425446867943,0.0021789504680782557
44,0.0025057673919945955,0.0021724114194512367
45,0.002503082389011979,0.0021706493571400642
46,0.0024561297614127398,0.0021524408366531134
47,0.0024664297234266996,0.0021352022886276245
48,0.002430941443890333,0.0021359934471547604
49,0.002414879621937871,0.002115800976753235
50,0.002380767371505499,0.0021074358373880386
51,0.0024113175459206104,0.0021071715746074915
52,0.0023920589592307806,0.002089626155793667
53,0.002348726149648428,0.0020831660367548466
54,0.0023488434962928295,0.0020823993254452944
55,0.0023441787343472242,0.002078724093735218
56,0.002309201518073678,0.0020730714313685894
57,0.002292035846039653,0.0020616704132407904
58,0.0022898914758116007,0.0020414493046700954
59,0.002296682447195053,0.002030859235674143
60,0.002264193492010236,0.002032753312960267
61,0.0023012578021734953,0.002036816207692027
62,0.0022672920022159815,0.0020326273515820503
63,0.0022591135930269957,0.0020275162532925606
64,0.0022154562175273895,0.0020278601441532373
65,0.0022271161433309317,0.002014207886531949
66,0.0022098177578300238,0.002004115842282772
67,0.002155076712369919,0.001986527582630515
68,0.002181821735575795,0.0019823163747787476
69,0.002161736134439707,0.001974287210032344
70,0.002159221563488245,0.0019876190926879644
71,0.002176587237045169,0.0019921816419810057
72,0.0021881319116801023,0.001984755275771022
73,0.002159262541681528,0.0019824011251330376
74,0.00214216741733253,0.0019788751378655434
75,0.0021108551882207394,0.00198748498223722
76,0.002101395046338439,0.0019768434576690197
77,0.0020803771913051605,0.001964051742106676
78,0.002072114497423172,0.0019497893517836928
79,0.002090000780299306,0.0019270932534709573
80,0.0020677540451288223,0.0019206996075809002
81,0.0020570664200931787,0.0019345323089510202
82,0.0020869586151093245,0.0019609311129897833
83,0.002117411931976676,0.0019784271717071533
84,0.0021385950967669487,0.0019654352217912674
85,0.002100642304867506,0.0019479307811707258
86,0.002090039663016796,0.0019801112357527018
87,0.0020405102986842394,0.002012629294767976
88,0.0020224261097609997,0.0020297388546168804
89,0.0020069845486432314,0.001989661017432809
90,0.0020156209357082844,0.0019290180644020438
91,0.002028033137321472,0.0018926876364275813
92,0.001999321160838008,0.0018983064219355583
93,0.0019927031826227903,0.00194116763304919
94,0.0020515541546046734,0.0019764485768973827
95,0.002095059724524617,0.0019667844753712416
96,0.0020753417629748583,0.0019323969027027488
97,0.0020319849718362093,0.0019517092732712626
98,0.001975799212232232,0.001990898745134473
99,0.0019695223309099674,0.0019867857918143272
100,0.0019727491308003664,0.0019096616888418794
101,0.001955239102244377,0.0018713335739448667
102,0.0019642312545329332,0.0018696172628551722
103,0.0019635288044810295,0.0018766382709145546
104,0.001987606519833207,0.0018868648912757635
